scenario,policy,replication,demand_regime,overflow_incidents,overflow_bin_hours,overflow_spilled_kg,distance_km,travel_time_hours,service_time_hours,depot_unloading_time_hours,turnaround_time_hours,idling_time_hours,collection_trips,collection_stops,wasted_pickups,collected_kg,mean_fill_at_collection_pct,truck_utilization_pct,unserved_required_bins,inspection_events,base_driving_fuel_l,traffic_fuel_penalty_l,payload_fuel_penalty_l,driving_fuel_l,collection_idle_fuel_l,depot_idle_fuel_l,fuel_l,co2_kg,routing_fallbacks,forecast_driven_dispatches,capacity_constrained_decisions,dispatch_limit_blocks,sensor_uncertainty_decisions
normal_patterned,fixed,0,quiet,0.0,0.0,0.0,295.30000000000007,10.564722222222226,26.66666666666661,3.3333333333333335,0.0,29.999999999999943,8.0,200.0,127.0,44902.96675540082,45.73080173465788,62.36523160472336,0.0,8.0,132.88500000000002,24.064717500000015,6.953917880025197,163.9036353800252,80.00000000000006,10.0,253.90363538002526,680.4617428184678,0.0,0.0,0.0,0.0,3.0
normal_patterned,fixed,0,normal,0.0,0.0,0.0,230.17300000000003,8.268838888888892,19.866666666666635,1.6666666666666665,0.0,21.533333333333303,8.0,149.0,75.0,36849.251986476775,49.82010092701793,51.179516647884405,0.0,14.0,103.57785000000004,18.000922500000005,4.764545268922538,126.34331776892257,59.59999999999985,5.0,190.94331776892244,511.7280916207122,0.0,0.0,0.0,0.0,4.0
normal_patterned,fixed,0,surge,2.0,12.438833333333362,101.50537543175187,68.68100000000001,2.4678555555555555,6.266666666666673,1.3333333333333333,0.16666666666666666,7.600000000000006,3.0,47.0,14.0,15395.893470203155,66.82022999494,57.02182766741909,0.0,3.0,30.906449999999992,4.884390000000001,2.074784235920011,37.86562423592001,18.799999999999997,4.0,60.665624235920006,162.58387295226564,0.0,0.0,0.0,0.0,1.0
normal_patterned,smart,0,quiet,0.0,0.0,0.0,280.95099999999996,8.37406111111111,13.866666666666656,4.0,0.0,17.866666666666656,9.0,104.0,12.0,31746.529914685314,62.70680775347898,39.19324680825348,0.0,94.0,126.42794999999998,6.3192375,4.0877988882106,136.8349863882106,41.599999999999916,12.0,190.43498638821052,510.36576352040424,0.0,7.0,0.0,0.0,41.0
normal_patterned,smart,0,normal,0.0,0.0,0.0,492.3649999999998,15.26212083333333,26.399999999999945,4.999999999999999,0.0,31.399999999999945,19.0,198.0,29.0,58954.18855416007,61.929641360978195,34.47613365740355,0.0,200.0,221.56424999999996,20.507287500000007,6.598767769598429,248.6703052695984,79.20000000000005,15.0,342.8703052695985,918.892418122524,0.0,13.0,0.0,0.0,64.0
normal_patterned,smart,0,surge,1.0,0.2657222222222117,0.3603031908101286,30.885999999999992,0.9313055555555556,2.933333333333333,1.0,0.0,3.933333333333333,2.0,22.0,3.0,7843.19867385032,63.41370852419082,43.57332596583511,0.0,18.0,13.8987,0.0,0.5082286973430985,14.406928697343098,8.800000000000002,3.0,26.206928697343102,70.23456890887952,0.0,2.0,0.0,0.0,7.0
high_demand_seasonal,fixed,0,quiet,9.0,77.04351527777882,214.21249418828,298.7599999999999,10.725879166666672,26.66666666666661,4.0,0.5,30.66666666666661,11.0,200.0,61.0,64199.83114699293,65.17617235095439,64.84831428989185,0.0,7.0,134.44200000000004,22.637272500000012,8.619671039393165,165.6989435393932,80.00000000000006,12.0,257.69894353939327,690.633168685574,0.0,0.0,0.0,0.0,3.0
high_demand_seasonal,fixed,0,normal,43.0,453.4355805555556,1969.6079155050336,234.10100000000006,8.395215277777782,19.466666666666637,3.3333333333333335,0.5,22.79999999999997,11.0,146.0,34.0,53067.00692096984,72.5837124230832,53.603037293908926,0.0,14.0,105.34545000000003,17.446702500000008,5.9962162965808705,128.78836879658093,58.39999999999986,10.0,197.1883687965808,528.4648283748365,0.0,0.0,0.0,0.0,4.0
high_demand_seasonal,fixed,0,surge,27.0,335.3460986111112,2806.761735667472,82.54100000000001,2.6926930555555555,6.666666666666674,1.0,0.16666666666666666,7.666666666666674,3.0,50.0,6.0,20787.615242613316,81.08942827582376,76.9911675652345,0.0,3.0,37.143449999999994,5.014507500000002,2.7193670762250925,44.877324576225085,19.999999999999993,3.0,67.87732457622508,181.91122986428323,0.0,0.0,0.0,0.0,1.0
high_demand_seasonal,smart,0,quiet,0.0,0.0,0.0,421.148,13.104525000000004,17.599999999999977,7.33333333333333,0.0,24.93333333333331,17.0,132.0,21.0,39697.62532329734,62.670167773934104,25.946160342024406,0.0,94.0,189.51659999999998,22.15458,4.768977091325888,216.4401570913259,52.799999999999876,22.0,291.2401570913258,780.5236210047532,0.0,10.0,0.0,0.0,40.0
