scenario,metric,direction_better,n_paired_replications,fixed_mean,smart_mean,beneficial_difference,beneficial_difference_ci95_low,beneficial_difference_ci95_high,beneficial_change_pct_vs_fixed,paired_sign_flip_p,paired_difference_shapiro_p,unit
abrupt_behavior_change,overflow_incidents,lower,2,53.5,6.5,47.0,-16.531023680873467,110.53102368087346,87.85046728971963,0.50095,,count
abrupt_behavior_change,overflow_bin_hours,lower,2,626.1731881944459,17.07405972222238,609.0991284722235,47.603902741424236,1170.5943542030227,97.27326879461974,0.50655,,bin-hours
abrupt_behavior_change,overflow_spilled_kg,lower,2,3399.837072671478,88.80240945624908,3311.0346632152286,-3849.2211049911257,10471.290431421583,97.3880392631147,0.49715,,kg
abrupt_behavior_change,distance_km,lower,2,610.9139999999998,1183.5014999999994,-572.5874999999997,-1218.4248274326574,73.24982743265798,-93.726367377405,0.49835,,km
abrupt_behavior_change,travel_time_hours,lower,2,21.710322916666676,36.14822986111112,-14.437906944444444,-40.58522918072888,11.709415291839994,-66.502497451849,0.5068,,hours
abrupt_behavior_change,service_time_hours,lower,2,52.799999999999855,58.33333333333317,-5.533333333333314,-9.768734912058196,-1.297931754608431,-10.47979797979797,0.498,,hours
abrupt_behavior_change,depot_unloading_time_hours,lower,2,7.4999999999999964,15.666666666666675,-8.166666666666679,-18.755170613478917,2.421837280145562,-108.8888888888891,0.4975,,hours
abrupt_behavior_change,turnaround_time_hours,lower,2,0.75,0.0,0.75,-0.3088503946812242,1.8088503946812242,100.0,0.5031,,hours
abrupt_behavior_change,idling_time_hours,lower,2,60.299999999999855,73.99999999999984,-13.699999999999992,-28.52390552553706,1.123905525537074,-22.71973466003321,0.49785,,hours
abrupt_behavior_change,collection_trips,lower,2,22.5,47.0,-24.5,-56.26551184043673,7.265511840436734,-108.88888888888889,0.5017,,count
abrupt_behavior_change,collection_stops,lower,2,396.0,437.5,-41.5,-73.26551184043673,-9.734488159563266,-10.47979797979798,0.4971,,count
abrupt_behavior_change,wasted_pickups,lower,2,135.5,77.5,58.0,-158.00548051496978,274.0054805149698,42.80442804428044,0.49825,,count
abrupt_behavior_change,base_driving_fuel_l,lower,2,274.9112999999999,532.5756749999997,-257.66437499999984,-548.2911723446935,32.96242234469372,-93.72636737740497,0.50455,,litres
abrupt_behavior_change,traffic_fuel_penalty_l,lower,2,47.202828749999995,45.24685875,1.955969999999997,-116.43005840930385,120.34199840930384,4.14375589725647,1.0,,litres
abrupt_behavior_change,payload_fuel_penalty_l,lower,2,16.25638775523123,14.526593319477907,1.7297944357533233,-4.392227574121732,7.851816445628378,10.640706052282022,0.4961,,litres
abrupt_behavior_change,driving_fuel_l,lower,2,338.37051650523114,592.3491270694776,-253.97861056424654,-656.869414308368,148.91219317987492,-75.05932053046357,0.50245,,litres
abrupt_behavior_change,collection_idle_fuel_l,lower,2,158.40000000000117,175.00000000000142,-16.600000000000236,-29.30620473617511,-3.8937952638253623,-10.479797979798052,0.50285,,litres
abrupt_behavior_change,depot_idle_fuel_l,lower,2,22.5,47.0,-24.5,-56.26551184043673,7.265511840436734,-108.88888888888889,0.5023,,litres
abrupt_behavior_change,fuel_l,lower,2,519.2705165052323,814.349127069479,-295.07861056424673,-742.4411308849797,152.28390975648614,-56.82560460974553,0.49635,,litres
abrupt_behavior_change,co2_kg,lower,2,1391.6449842340226,2182.455660546204,-790.8106763121813,-1989.7422307717452,408.12087814738254,-56.82560460974554,0.4996,,kg
abrupt_behavior_change,collected_kg,higher,2,125372.38476938166,134470.06433200126,9097.679562619604,-13677.740584390736,31873.099709629943,7.256525892328269,0.50685,,kg
abrupt_behavior_change,mean_fill_at_collection_pct,higher,2,63.68739949224391,62.7682814809739,-0.9191180112700188,-22.24873790231397,20.410501879773932,-1.4431708918841197,1.0,,%
abrupt_behavior_change,truck_utilization_pct,higher,2,61.89046370802487,31.874488770888384,-30.01597493713648,-59.39073118468406,-0.6412186895889,-48.49854588057406,0.49455,,%
abrupt_behavior_change,unserved_required_bins,lower,2,0.0,1.0,-1.0,-13.706204736174694,11.706204736174694,,1.0,,count
abrupt_behavior_change,inspection_events,lower,2,30.0,398.5,-368.5,-1302.40604810884,565.4060481088401,-1228.3333333333333,0.50295,,count
abrupt_behavior_change,routing_fallbacks,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,count
abrupt_behavior_change,overflow_incidents_post_warmup,lower,2,53.5,6.5,47.0,-16.531023680873467,110.53102368087346,87.85046728971963,0.4996,,count
abrupt_behavior_change,overflow_bin_hours_post_warmup,lower,2,626.1731881944459,17.07405972222238,609.0991284722235,47.603902741424236,1170.5943542030227,97.27326879461974,0.5064,,bin-hours
abrupt_behavior_change,overflow_spilled_kg_post_warmup,lower,2,3399.837072671478,88.80240945624908,3311.0346632152286,-3849.2211049911257,10471.290431421583,97.3880392631147,0.49975,,kg
abrupt_behavior_change,distance_km_post_warmup,lower,2,610.9139999999998,1183.5014999999994,-572.5874999999997,-1218.4248274326574,73.24982743265798,-93.726367377405,0.4977,,km
abrupt_behavior_change,travel_time_hours_post_warmup,lower,2,21.710322916666676,36.14822986111112,-14.437906944444444,-40.58522918072888,11.709415291839994,-66.502497451849,0.49405,,hours
abrupt_behavior_change,service_time_hours_post_warmup,lower,2,52.799999999999855,58.33333333333317,-5.533333333333314,-9.768734912058196,-1.297931754608431,-10.47979797979797,0.5047,,hours
abrupt_behavior_change,depot_unloading_time_hours_post_warmup,lower,2,7.4999999999999964,15.666666666666675,-8.166666666666679,-18.755170613478917,2.421837280145562,-108.8888888888891,0.50095,,hours
abrupt_behavior_change,turnaround_time_hours_post_warmup,lower,2,0.75,0.0,0.75,-0.3088503946812242,1.8088503946812242,100.0,0.5075,,hours
abrupt_behavior_change,idling_time_hours_post_warmup,lower,2,60.299999999999855,73.99999999999984,-13.699999999999992,-28.52390552553706,1.123905525537074,-22.71973466003321,0.50135,,hours
abrupt_behavior_change,collection_trips_post_warmup,lower,2,22.5,47.0,-24.5,-56.26551184043673,7.265511840436734,-108.88888888888889,0.50045,,count
abrupt_behavior_change,collection_stops_post_warmup,lower,2,396.0,437.5,-41.5,-73.26551184043673,-9.734488159563266,-10.47979797979798,0.4967,,count
abrupt_behavior_change,wasted_pickups_post_warmup,lower,2,135.5,77.5,58.0,-158.00548051496978,274.0054805149698,42.80442804428044,0.5038,,count
abrupt_behavior_change,base_driving_fuel_l_post_warmup,lower,2,274.9112999999999,532.5756749999997,-257.66437499999984,-548.2911723446935,32.96242234469372,-93.72636737740497,0.5001,,litres
abrupt_behavior_change,traffic_fuel_penalty_l_post_warmup,lower,2,47.202828749999995,45.24685875,1.955969999999997,-116.43005840930385,120.34199840930384,4.14375589725647,1.0,,litres
abrupt_behavior_change,payload_fuel_penalty_l_post_warmup,lower,2,16.25638775523123,14.526593319477907,1.7297944357533233,-4.392227574121732,7.851816445628378,10.640706052282022,0.49965,,litres
abrupt_behavior_change,driving_fuel_l_post_warmup,lower,2,338.37051650523114,592.3491270694776,-253.97861056424654,-656.869414308368,148.91219317987492,-75.05932053046357,0.50115,,litres
abrupt_behavior_change,collection_idle_fuel_l_post_warmup,lower,2,158.40000000000117,175.00000000000142,-16.600000000000236,-29.30620473617511,-3.8937952638253623,-10.479797979798052,0.49925,,litres
abrupt_behavior_change,depot_idle_fuel_l_post_warmup,lower,2,22.5,47.0,-24.5,-56.26551184043673,7.265511840436734,-108.88888888888889,0.4988,,litres
abrupt_behavior_change,fuel_l_post_warmup,lower,2,519.2705165052323,814.349127069479,-295.07861056424673,-742.4411308849797,152.28390975648614,-56.82560460974553,0.4963,,litres
abrupt_behavior_change,co2_kg_post_warmup,lower,2,1391.6449842340226,2182.455660546204,-790.8106763121813,-1989.7422307717452,408.12087814738254,-56.82560460974554,0.49975,,kg
abrupt_behavior_change,collected_kg_post_warmup,higher,2,125372.38476938166,134470.06433200126,9097.679562619604,-13677.740584390736,31873.099709629943,7.256525892328269,0.4968,,kg
abrupt_behavior_change,mean_fill_at_collection_pct_post_warmup,higher,2,63.68739949224391,62.7682814809739,-0.9191180112700188,-22.24873790231397,20.410501879773932,-1.4431708918841197,1.0,,%
abrupt_behavior_change,truck_utilization_pct_post_warmup,higher,2,61.89046370802487,31.874488770888384,-30.01597493713648,-59.39073118468406,-0.6412186895889,-48.49854588057406,0.5024,,%
abrupt_behavior_change,unserved_required_bins_post_warmup,lower,2,0.0,1.0,-1.0,-13.706204736174694,11.706204736174694,,1.0,,count
abrupt_behavior_change,inspection_events_post_warmup,lower,2,30.0,375.0,-345.0,-1272.5529457407524,582.5529457407525,-1150.0,0.50315,,count
abrupt_behavior_change,routing_fallbacks_post_warmup,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,count
abrupt_behavior_change,uncollected_kg_at_horizon,lower,2,12801.307817110564,7014.662917706232,5786.644899404332,-9828.519479398314,21401.80927820698,45.20354468525279,0.5038,,kg
abrupt_behavior_change,unfinished_trip_count,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,count
combined_demand_operational_stress,overflow_incidents,lower,2,139.0,42.5,96.5,-49.62135446600897,242.62135446600897,69.42446043165468,0.4965,,count
combined_demand_operational_stress,overflow_bin_hours,lower,2,3390.141217395836,615.5039964583361,2774.6372209375004,-4247.040695175628,9796.315137050628,81.8442962405224,0.50075,,bin-hours
combined_demand_operational_stress,overflow_spilled_kg,lower,2,24653.096508740644,4900.11579125225,19752.98071748839,-21598.956236323196,61104.917671299976,80.12373094992371,0.50525,,kg
combined_demand_operational_stress,distance_km,lower,2,734.7434999999994,999.7654999999993,-265.0219999999999,-591.7493485859973,61.70534858599757,-36.07000266079252,0.50505,,km
combined_demand_operational_stress,travel_time_hours,lower,2,33.92789062500003,46.766204062500044,-12.838313437500016,-28.408564222921207,2.7319373479211766,-37.839998894714675,0.4941,,hours
combined_demand_operational_stress,service_time_hours,lower,2,50.599999999999866,82.00000000000071,-31.400000000000848,-37.32956221021578,-25.47043778978592,-62.05533596838128,0.50235,,hours
combined_demand_operational_stress,depot_unloading_time_hours,lower,2,10.5,13.666666666666673,-3.1666666666666723,-5.284367456029125,-1.0489658773042199,-30.158730158730215,0.5065,,hours
combined_demand_operational_stress,turnaround_time_hours,lower,2,2.25,2.1666666666666665,0.08333333333333326,-0.9755170613478901,1.1421837280145566,3.7037037037037,1.0,,hours
combined_demand_operational_stress,idling_time_hours,lower,2,61.099999999999866,95.6666666666674,-34.56666666666753,-38.37852808752004,-30.75480524581502,-56.573922531370876,0.4988,,hours
combined_demand_operational_stress,collection_trips,lower,2,31.5,41.0,-9.5,-15.853102368087347,-3.146897631912653,-30.158730158730158,0.50445,,count
combined_demand_operational_stress,collection_stops,lower,2,376.5,612.5,-236.0,-286.8248189446988,-185.1751810553012,-62.68260292164675,0.50045,,count
combined_demand_operational_stress,wasted_pickups,lower,2,62.5,292.0,-229.5,-261.2655118404367,-197.73448815956326,-367.2,0.502,,count
combined_demand_operational_stress,base_driving_fuel_l,lower,2,330.634575,449.89447499999994,-119.25989999999993,-266.2872068636965,27.767406863696607,-36.07000266079249,0.4975,,litres
combined_demand_operational_stress,traffic_fuel_penalty_l,lower,2,184.40978737500006,252.15201056250007,-67.7422231875,-166.99196633356138,31.50751995856136,-36.734613792349954,0.5013,,litres
combined_demand_operational_stress,payload_fuel_penalty_l,lower,2,32.70022152204037,41.48823049107645,-8.788008969036078,-23.528351183325807,5.9523332452536515,-26.874463107575114,0.5039,,litres
combined_demand_operational_stress,driving_fuel_l,lower,2,547.7445838970405,743.5347160535764,-195.790132156536,-427.3268399520038,35.7465756389318,-35.74478651409882,0.4962,,litres
combined_demand_operational_stress,collection_idle_fuel_l,lower,2,151.8000000000011,246.00000000000242,-94.20000000000134,-111.98868663064616,-76.41131336935652,-62.055335968379886,0.5038,,litres
combined_demand_operational_stress,depot_idle_fuel_l,lower,2,31.5,41.0,-9.5,-15.853102368087347,-3.146897631912653,-30.158730158730158,0.4982,,litres
combined_demand_operational_stress,fuel_l,lower,2,731.0445838970415,1030.534716053579,-299.49013215653736,-519.5912556894475,-79.38900862362723,-40.96742370486077,0.50065,,litres
combined_demand_operational_stress,co2_kg,lower,2,1959.1994848440715,2761.8330390235915,-802.6335541795202,-1392.5045652477197,-212.7625431113205,-40.967423704860764,0.50295,,kg
combined_demand_operational_stress,collected_kg,higher,2,143441.47517657513,168260.45928366864,24818.984107093507,-16527.534081243488,66165.5022954305,17.302515940066545,0.495,,kg
combined_demand_operational_stress,mean_fill_at_collection_pct,higher,2,76.69947425561836,55.59601536989521,-21.10345888572315,-28.932507432548736,-13.274410338897564,-27.514476586099008,0.49635,,%
combined_demand_operational_stress,truck_utilization_pct,higher,2,77.9105030902189,70.11882717422681,-7.791675915992087,-43.8154463645615,28.232094532577328,-10.000802981556252,0.49855,,%
combined_demand_operational_stress,unserved_required_bins,lower,2,19.5,3.5,16.0,-34.82481894469878,66.82481894469878,82.05128205128206,0.4985,,count
combined_demand_operational_stress,inspection_events,lower,2,177.5,2391.5,-2214.0,-3306.7336073110237,-1121.2663926889763,-1247.3239436619717,0.49955,,count
combined_demand_operational_stress,routing_fallbacks,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,count
combined_demand_operational_stress,overflow_incidents_post_warmup,lower,2,136.0,42.5,93.5,-27.208944993659586,214.2089449936596,68.75,0.4991,,count
combined_demand_operational_stress,overflow_bin_hours_post_warmup,lower,2,3374.141217395836,615.5039964583361,2758.6372209375004,-4123.272443077706,9640.546884952706,81.75820284921619,0.5002,,bin-hours
combined_demand_operational_stress,overflow_spilled_kg_post_warmup,lower,2,24591.35995752734,4900.11579125225,19691.244166275086,-20941.599278999325,60324.0876115495,80.07383162332043,0.5017,,kg
combined_demand_operational_stress,distance_km_post_warmup,lower,2,734.7434999999994,930.1799999999994,-195.43650000000002,-521.9414900031147,131.06849000311462,-26.59928260678729,0.4987,,km
combined_demand_operational_stress,travel_time_hours_post_warmup,lower,2,33.92789062500003,43.490505937500046,-9.562615312500014,-25.004739905912853,5.879509280912824,-28.185115951339828,0.49935,,hours
combined_demand_operational_stress,service_time_hours_post_warmup,lower,2,50.599999999999866,76.13333333333375,-25.53333333333389,-31.462895543548818,-19.60377112311896,-50.461133069829955,0.50565,,hours
combined_demand_operational_stress,depot_unloading_time_hours_post_warmup,lower,2,10.5,12.666666666666671,-2.1666666666666705,-4.284367456029123,-0.048965877304218086,-20.63492063492067,0.4988,,hours
combined_demand_operational_stress,turnaround_time_hours_post_warmup,lower,2,2.25,2.0,0.24999999999999978,-0.8088503946812236,1.308850394681223,11.111111111111102,0.5046,,hours
combined_demand_operational_stress,idling_time_hours_post_warmup,lower,2,61.099999999999866,88.80000000000042,-27.70000000000056,-31.511861420852977,-23.888138579148144,-45.33551554828252,0.49965,,hours
combined_demand_operational_stress,collection_trips_post_warmup,lower,2,31.5,38.0,-6.5,-12.853102368087347,-0.14689763191265293,-20.634920634920636,0.49885,,count
combined_demand_operational_stress,collection_stops_post_warmup,lower,2,376.5,568.5,-192.0,-242.8248189446988,-141.1751810553012,-50.99601593625498,0.49965,,count
combined_demand_operational_stress,wasted_pickups_post_warmup,lower,2,62.5,269.0,-206.5,-276.3841260489608,-136.6158739510392,-330.4,0.50015,,count
combined_demand_operational_stress,base_driving_fuel_l_post_warmup,lower,2,330.634575,418.5809999999999,-87.94642499999989,-234.87367050139886,58.98082050139908,-26.599282606787234,0.49975,,litres
combined_demand_operational_stress,traffic_fuel_penalty_l_post_warmup,lower,2,184.40978737500006,234.67986393750004,-50.270076562499966,-146.93790778824103,46.397754663241116,-27.259982931532267,0.5057,,litres
combined_demand_operational_stress,payload_fuel_penalty_l_post_warmup,lower,2,32.70022152204037,38.80659877370624,-6.106377251665869,-19.05468142436277,6.84192692103103,-18.67381004605761,0.5015,,litres
combined_demand_operational_stress,driving_fuel_l_post_warmup,lower,2,547.7445838970405,692.0674627112062,-144.32287881416568,-374.9696513686084,86.3238937402771,-26.34857250205034,0.49915,,litres
combined_demand_operational_stress,collection_idle_fuel_l_post_warmup,lower,2,151.8000000000011,228.40000000000217,-76.60000000000109,-94.3886866306459,-58.81131336935627,-50.46113306982908,0.4977,,litres
combined_demand_operational_stress,depot_idle_fuel_l_post_warmup,lower,2,31.5,38.0,-6.5,-12.853102368087347,-0.14689763191265293,-20.634920634920636,0.5016,,litres
combined_demand_operational_stress,fuel_l_post_warmup,lower,2,731.0445838970415,958.4674627112083,-227.42287881416678,-446.63406710605193,-8.211690522281629,-31.1093035669349,0.50035,,litres
combined_demand_operational_stress,co2_kg_post_warmup,lower,2,1959.1994848440715,2568.692800066038,-609.4933152219669,-1196.979299844218,-22.0073305997156,-31.109303566934898,0.49995,,kg
combined_demand_operational_stress,collected_kg_post_warmup,higher,2,143441.47517657513,157574.57974539133,14133.104568816183,-15332.799833040957,43599.00897067333,9.852871738399555,0.49925,,kg
combined_demand_operational_stress,mean_fill_at_collection_pct_post_warmup,higher,2,76.69947425561836,56.03005545251361,-20.66941880310475,-31.06837695750665,-10.270460648702851,-26.948579509449093,0.50125,,%
combined_demand_operational_stress,truck_utilization_pct_post_warmup,higher,2,77.9105030902189,70.85628301627766,-7.054220073941238,-38.866544792235615,24.758104644353143,-9.054260714723641,0.50475,,%
combined_demand_operational_stress,unserved_required_bins_post_warmup,lower,2,19.5,3.5,16.0,-34.82481894469878,66.82481894469878,82.05128205128206,0.5024,,count
combined_demand_operational_stress,inspection_events_post_warmup,lower,2,177.5,2159.5,-1982.0,-3036.6149931024993,-927.3850068975005,-1116.619718309859,0.4984,,count
combined_demand_operational_stress,routing_fallbacks_post_warmup,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,count
combined_demand_operational_stress,uncollected_kg_at_horizon,lower,2,15954.11636844082,10888.112978835637,5066.003389605184,5060.584624130399,5071.422155079968,31.753581787997696,0.50235,,kg
combined_demand_operational_stress,unfinished_trip_count,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,count
event_heavy,overflow_incidents,lower,2,3.0,0.5,2.5,-16.55930710426204,21.55930710426204,83.33333333333333,0.50115,,count
event_heavy,overflow_bin_hours,lower,2,23.502709027777836,1.7213333333333443,21.781375694444492,-2.9533959965691032,46.51614738545808,92.67602159691931,0.50325,,bin-hours
event_heavy,overflow_spilled_kg,lower,2,116.46151654214862,2.360010636768017,114.1015059053806,-23.369363651993837,251.57237546275505,97.97357040605435,0.5003,,kg
event_heavy,distance_km,lower,2,592.5419999999997,872.6524999999997,-280.11049999999994,-787.7170261078152,227.49602610781534,-47.272682780292385,0.5021,,km
event_heavy,travel_time_hours,lower,2,21.251100000000005,26.679481250000023,-5.428381250000019,-9.628831941947137,-1.2279305580528996,-25.544001251699996,0.5003,,hours
event_heavy,service_time_hours,lower,2,52.799999999999855,42.33333333333323,10.46666666666663,-3.9336987009979723,24.86703203433123,19.823232323232308,0.5061,,hours
event_heavy,depot_unloading_time_hours,lower,2,5.999999999999998,11.833333333333336,-5.833333333333338,-12.186435701420697,0.5197690347540203,-97.22222222222233,0.49805,,hours
event_heavy,turnaround_time_hours,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,hours
event_heavy,idling_time_hours,lower,2,58.799999999999855,54.16666666666656,4.633333333333294,-16.120134402418653,25.38680106908524,7.879818594104261,0.49765,,hours
event_heavy,collection_trips,lower,2,18.0,35.5,-17.5,-36.55930710426204,1.5593071042620394,-97.22222222222223,0.4957,,count
event_heavy,collection_stops,lower,2,396.0,317.5,78.5,-29.502740257484888,186.5027402574849,19.82323232323232,0.4991,,count
event_heavy,wasted_pickups,lower,2,211.5,47.0,164.5,-32.44617341070773,361.44617341070773,77.77777777777777,0.50165,,count
event_heavy,base_driving_fuel_l,lower,2,266.6438999999999,392.6936249999999,-126.049725,-354.4726617485155,102.37321174851553,-47.272682780292385,0.5007,,litres
event_heavy,traffic_fuel_penalty_l,lower,2,47.323845,34.406077499999995,12.9177675,-147.7047337142394,173.5402687142394,27.296529899461888,0.50175,,litres
event_heavy,payload_fuel_penalty_l,lower,2,14.052220177126934,11.132102526610584,2.9201176505163495,-6.7716321342245696,12.611867435257269,20.780471795264642,0.5009,,litres
event_heavy,driving_fuel_l,lower,2,328.0199651771269,438.2318050266105,-110.21183984948365,-168.32052559901888,-52.10315409994844,-33.59912552578029,0.5019,,litres
event_heavy,collection_idle_fuel_l,lower,2,158.40000000000117,127.00000000000072,31.400000000000446,-11.80109610299413,74.60109610299503,19.823232323232457,0.49705,,litres
event_heavy,depot_idle_fuel_l,lower,2,18.0,35.5,-17.5,-36.55930710426204,1.5593071042620394,-97.22222222222223,0.50165,,litres
event_heavy,fuel_l,lower,2,504.419965177128,600.7318050266113,-96.31183984948322,-216.68092880627486,24.057249107308422,-19.093582034498404,0.49865,,litres
event_heavy,co2_kg,lower,2,1351.8455066747033,1609.9612374713183,-258.11573079661514,-580.7048892008174,64.47342760758721,-19.093582034498407,0.50685,,kg
event_heavy,collected_kg,higher,2,97579.03446039865,98805.08662792877,1226.052167530128,-15483.083057392982,17935.187392453237,1.256470894911045,1.0,,kg
event_heavy,mean_fill_at_collection_pct,higher,2,49.89641106452635,63.54293614274614,13.646525078219796,-13.409234760546841,40.70228491698643,27.349712708940178,0.49595,,%
event_heavy,truck_utilization_pct,higher,2,60.23397188913496,30.943887573454987,-29.290084315679977,-66.82094747693941,8.240778845579463,-48.627183957900904,0.50195,,%
event_heavy,unserved_required_bins,lower,2,0.0,0.5,-0.5,-6.853102368087347,5.853102368087347,,1.0,,count
event_heavy,inspection_events,lower,2,30.5,394.0,-363.5,-1310.1122528450146,583.1122528450147,-1191.8032786885246,0.5008,,count
event_heavy,routing_fallbacks,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,count
event_heavy,overflow_incidents_post_warmup,lower,2,3.0,0.5,2.5,-16.55930710426204,21.55930710426204,83.33333333333333,0.5,,count
