timestamp,bin_id,profile,cycle_id,fill_pct,weight_kg,confidence_flag,hour_sin,hour_cos,dow_sin,dow_cos,is_weekend,fill_rate_1h,fill_rate_6h,time_since_reset_hours,hist_avg_rate_same_slot
2026-01-01 00:00:00,bin_000,residential_low,0,0.0,0.0787139929500631,1,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0.0,0.0,0.0,0.0
2026-01-01 00:30:00,bin_000,residential_low,0,1.842436735399688,0.0067764731601498,1,0.13052619222005157,0.9914448613738104,0.43388373911755823,-0.900968867902419,0,3.684873470799376,3.684873470799376,0.5,3.684873470799376
2026-01-01 01:00:00,bin_000,residential_low,0,0.8994883113305372,0.0305008787993257,1,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0,0.8994883113305372,0.8994883113305372,1.0,0.8994883113305372
2026-01-01 01:30:00,bin_000,residential_low,0,0.0,0.0362538891574437,1,0.3826834323650898,0.9238795325112867,0.43388373911755823,-0.900968867902419,0,-1.842436735399688,0.0,1.5,-1.842436735399688
2026-01-01 02:00:00,bin_000,residential_low,0,1.0575509961150038,0.0,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0.1580626847844666,0.5287754980575019,2.0,0.1580626847844666
2026-01-01 02:30:00,bin_000,residential_low,0,0.0,0.2568456833395005,1,0.6087614290087207,0.7933533402912352,0.43388373911755823,-0.900968867902419,0,0.0,0.0,2.5,0.0
2026-01-01 03:00:00,bin_000,residential_low,0,0.6605006078475661,0.2509501469157713,1,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,0,-0.39705038826743766,0.22016686928252205,3.0,-0.39705038826743766
2026-01-01 03:30:00,bin_000,residential_low,0,0.5540819884455508,0.2902102096570332,1,0.7933533402912352,0.6087614290087207,0.43388373911755823,-0.900968867902419,0,0.5540819884455508,0.15830913955587164,3.5,0.5540819884455508
2026-01-01 04:00:00,bin_000,residential_low,0,1.9074003431058235,0.337523845726014,1,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,1.2468997352582574,0.4768500857764559,4.0,1.2468997352582574
2026-01-01 04:30:00,bin_000,residential_low,0,1.4856773600074271,0.2733755098874214,1,0.9238795325112867,0.38268343236508984,0.43388373911755823,-0.900968867902419,0,0.9315953715618763,0.33015052444609494,4.5,0.9315953715618763
2026-01-01 05:00:00,bin_000,residential_low,0,1.5777126650675994,0.3329601931573779,1,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0,-0.3296876780382241,0.31554253301351987,5.0,-0.3296876780382241
2026-01-01 05:30:00,bin_000,residential_low,0,1.5278400103382188,0.1841675502054027,1,0.9914448613738104,0.1305261922200517,0.43388373911755823,-0.900968867902419,0,0.042162650330791696,0.27778909278876707,5.5,0.042162650330791696
2026-01-01 06:00:00,bin_000,residential_low,0,1.8235301669810573,0.2832852510497001,1,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0,0.24581750191345786,0.30392169449684286,6.0,0.24581750191345786
2026-01-01 06:30:00,bin_000,residential_low,0,2.6001157559347625,0.3609204795290407,1,0.9914448613738104,-0.1305261922200516,0.43388373911755823,-0.900968867902419,0,1.0722757455965437,0.12627983675584575,6.5,1.0722757455965437
2026-01-01 07:00:00,bin_000,residential_low,0,2.013915844651001,0.2940150466968159,1,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0,0.19038567766994374,0.18573792222007732,7.0,0.19038567766994374
2026-01-01 07:30:00,bin_000,residential_low,0,2.7548338539482247,0.5833770748083652,1,0.9238795325112868,-0.3826834323650895,0.43388373911755823,-0.900968867902419,0,0.15471809801346215,0.45913897565803746,7.5,0.15471809801346215
