fill_pct,weight_kg,confidence_flag,growth_6h_pct,growth_24h_pct,hour_sin,hour_cos,dow_sin,dow_cos,households,commercial_units,commercial_share,timestamp_index,bin_index,target_growth_horizon_pct,naive_growth_horizon_pct
1.61957288451557,8.745693576384078,1.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,1.0,0.058823529411764705,0.0,0.0,50.125723508880355,0.0
0.38951444130532753,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,37.531818872775666,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,2.0,42.34520058298128,0.0
0.7666262894503435,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,1.0,0.058823529411764705,0.0,3.0,43.29550217298118,0.0
4.979734155172385,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,4.0,40.798796239616415,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,5.0,43.88105338476027,0.0
5.103880964943319,27.560957210693925,1.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,1.0,0.058823529411764705,0.0,6.0,46.65494005924065,0.0
3.336424833537107,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,7.0,40.5854967619436,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,8.0,45.2523606781558,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,2.0,0.11764705882352941,0.0,9.0,44.54014419479789,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,2.0,0.11764705882352941,0.0,10.0,42.19910455377411,0.0
0.1709401742372525,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,2.0,0.125,0.0,11.0,43.11870693712616,0.0
2.370185885944884,4.815096015406743,1.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,1.0,0.058823529411764705,0.0,12.0,40.85855604590349,0.0
3.105499620690532,16.769697951728872,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,13.0,39.601801885632476,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,14.0,40.772038838606115,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,1.0,0.058823529411764705,0.0,15.0,45.54404891724557,0.0
2.480392912126723,13.394121725484306,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,16.0,35.79263124693886,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,17.0,37.777810982605146,0.0
0.577114782802923,3.1164198271357844,1.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,1.0,0.058823529411764705,0.0,18.0,44.34316887863238,0.0
0.987802312649052,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,19.0,46.50031907634935,0.0
